Title,Price,Rating,Address,Img_URL,Description,Rank_of_province,,
The Confetti Hotel,833.333 ₫,4.5,"01 Lô D, Khu dịch vụ cao cấp Bến Đoan CQ-03, Ha Long 200000 Việt Nam","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/52/71/d2/the-confetti-hotel.jpg?w=400&h=-1&s=1 1x,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/52/71/d2/the-confetti-hotel.jpg?w=800&h=-1&s=1 2x","Chúng tôi đến Hạ Long vào ngày mưa bão, nhưng thật sự không muốn rời đi. - Nhân viên nhiệt tình hỏi han, chỉ dẫn và trò chuyện rất thân mật. - Chúng tôi được nâng cấp lên phòng hạng Suite miễn phí vì ngày mưa nên khách sạn không quá đông đúc. View toàn cảnh vịnh hạ long quá tuyệt vời! Phía sau là núi bài thơ, trước mặt là mênh mông biển trời. Không khí mát mẻ quá tuyệt vời cho kỳ nghỉ. - Chúng tôi thật sự đánh giá rất cao sự linh hoạt của nhân viên lễ tân. Họ đã rất cố gắng để tạo sự thoải mái cho khách du lịch. - Điểm trừ duy nhất là cách âm giữa các phòng chưa được tốt. Mong các bạn sẽ luôn duy trì được năng lượng tích cực và hoàn thiện hơn nữa.",Số 2 trong 11 khách sạn đặc biệt tại Ha Long,,
Blue Pearl Hotel,364.441 ₫,3.5,"90-92 Trần Phú Lộc Thọ, Nha Trang Việt Nam","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/e3/a1/90/6-3.jpg?w=400&h=-1&s=1 1x,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/e3/a1/90/6-3.jpg?w=800&h=-1&s=1 2x","Nếu bạn đang tìm kiếm khách sạn nhỏ dành cho gia đình ở Nha Trang, hãy thử nghiệm Ruby Hotel Nha Trang.
Nếu bạn thích khám phá những địa danh nổi tiếng khi đến Nha Trang, Ruby Hotel Nha Trang nằm không xa Giáo Xứ Thánh Giuse (0,7 km) và Bac Thanh Church (1,5 km).
Wifi miễn phí được cung cấp cho khách, và các phòng của Ruby Hotel Nha Trang đều có quầy bar mini, điều hòa nhiệt độ và tủ lạnh.",Số 17 trong 235 khách sạn nhỏ tại Nha Trang,,
Backpackers Home Homestay,-1,4.5,"354 Cua Dai Cam Chau, Hội An 560000 Việt Nam","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/1a/0b/1a/photo1jpg.jpg?w=400&h=-1&s=1 1x,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/1a/0b/1a/photo1jpg.jpg?w=800&h=-1&s=1 2x","Thật là một kỳ nghỉ tuyệt vời tôi có ở đây. Gia đình sở hữu nó là tốt nhất. Làm cho bạn cảm thấy như đang ở nhà! Các phòng đều không thực tế, hoàn toàn quên mất tôi là ngân sách thấp backpacking! Các giường rất lớn và thoải mái, các phòng tắm được siêu sạch! Chủ nhân đã làm cho chúng tôi ăn tối khi nó là một trong những sinh nhật khách mời, và cung cấp cho chúng tôi tất cả với đồ uống. Họ được tổ chức rất tốt và tôi tiếp tục kéo dài thời gian lưu trú của tôi vì nó là tốt! Đó là trong một khu vực khá với khu vườn xinh xắn. Rất vui vì tôi đã quyết định ở lại đây! 100% sẽ quay lại đây!",Xếp thứ 33 trong 56 nhà trọ tại Hội An,,
Kua Casa Suite,365.898 ₫,5,"28 Đỗ Thế Chấp Phước Mỹ, Đà Nẵng 550000 Việt Nam","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/f8/77/7b/sea-view-suite.jpg?w=400&h=-1&s=1 1x,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/f8/77/7b/sea-view-suite.jpg?w=800&h=-1&s=1 2x",Ổn và đẹp - dịch vụ tốt - nhân viên nhiệt tình - vệ sinh sạch sẽ. Phục vụ tốt. Ai cũng thân thiện chu đáo. View đẹp. Có xe đạp free dạo quanh phố. Có dịch vụ cho thuê máy. Đáng để trải nghiệm nha. Chụp ảnh ở đâu cũng đẹp,Số 23 trong 293 khách sạn nhỏ tại Đà Nẵng,,
The AN Retreat Hoi An,-1,5,"Tống Văn Sương Cẩm Thanh, Thôn 5, Hội An 560000 Việt Nam","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/70/db/73/the-an-retreat-hoi-an.jpg?w=400&h=-1&s=1 1x,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/70/db/73/the-an-retreat-hoi-an.jpg?w=800&h=-1&s=1 2x","Hội An giống như một nới ko thể thiếu với tôi sau mỗi tháng làm việc mệt mỏi,còn gì bằng đưa vợ con đi đến 1 nơi xa để nghỉ ngơi. Cũng mới biết đến nơi này qua facebook của 1 người bạn và tôi thử ghé đến,được các bạn setup 1 phòng lãng mạng cực kì,tôi thật sự bất ngờ về điều này. Thứ 2 là không gian ở đây nhìn rất mát mẻ,thanh bình. Nhân viên rất thân thiện vui vẻ và nhiệt tình. Chắc chắn rồi,lần sau tôi và gia đình chắc chắn sẽ ghé lại. Tôi hi vọng các bạn đọc được những lời này và luôn luôn duy trì nó nhé. Chúc các bạn luôn tràn đầy năng lượng và vui tươi để phục vụ khách hàng 1 cách tốt nhất.",Số 57 trong 101 khách sạn nhỏ tại Hội An,,
Hana Dalat Hotel,-1,4.5,"53-55 Ba Tháng Hai, Đà Lạt 670000 Việt Nam","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/a2/ec/8e/1531093815678-largejpg.jpg?w=400&h=-1&s=1 1x,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/a2/ec/8e/1531093815678-largejpg.jpg?w=800&h=-1&s=1 2x","Hãy tự hỏi tại sao nhiều khách du lịch đã lựa chọn Hana Hotel khi đến Đà Lạt. Khách sạn là sự tổng hợp của những giá trị lý tưởng, sự thoải mái và thuận tiện như khung cảnh dành cho gia đình cùng với loạt tiện nghi được thiết kế cho những khách du lịch như bạn.
Nếu bạn muốn khám phá những địa danh yêu thích khi đến Đà Lạt, Hana Hotel nằm không xa Linh Son Pagoda (0,9 km) và Lam Vien Square (1,3 km).
Hana Hotel cung cấp bàn lễ tân 24 giờ, dịch vụ phòng và bảo quản hành lý, làm cho chuyến đi của bạn dễ chịu hơn.",Số 20 trong 239 khách sạn nhỏ tại Đà Lạt,,
Phong Nha Rustic Home,-1,4.5,"Highway 20, Vườn quốc gia Phong Nha-Kẻ Bàng Việt Nam","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/4a/bf/d3/mountain-view.jpg?w=400&h=-1&s=1 1x,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/4a/bf/d3/mountain-view.jpg?w=800&h=-1&s=1 2x","Khách sạn đẹp như vậy, nhưng với một sự thu hút khổng lồ: bên cạnh địa điểm tổ chức đám cưới nơi họ chơi karaoke cực lớn. Giống như một buổi hòa nhạc rock sẽ cung cấp cho bạn các vấn đề về thính giác. Hãy cảm thấy tiếc cho gia đình điều hành khách sạn vì họ thân thiện và hữu ích nhất. Nhưng đó là một nỗi đau ở đó vì karaoke cho đến 11 giờ tối. Vì vậy, trước khi bạn đặt phòng: kiểm tra xem có một đám cưới đầu tiên không.",Xếp thứ 9 trong 9 nhà nghỉ tại Vườn quốc gia Phong Nha-Kẻ Bàng,,
"Khoa Phu Hotel
Đây có phải là doanh nghiệp của quý vị không?",-1,4.5,"C3, 3T2, 30/04 Road , Xuan Khanh , Ninh Kieu, Cần Thơ 92000 Việt Nam","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/1a/04/d5/photo3jpg.jpg?w=400&h=-1&s=1 1x,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/1a/04/d5/photo3jpg.jpg?w=800&h=-1&s=1 2x","Khoa Phu Hotel là một lựa chọn tuyệt vời cho khách du lịch khi đến thăm Cần Thơ, mang đến không khí dành cho gia đình cùng với những tiện nghi hữu ích cho suốt thời gian lưu trú của bạn.
Các phòng tại Khoa Phu Hotel cung cấp điều hòa nhiệt độ và bàn làm việc, và khách có thể được kết nối wifi miễn phí.
Ngoài ra, khi nghỉ dưỡng tại Khoa Phu Hotel khách có thể dùng bàn lễ tân 24 giờ, dịch vụ phòng và bảo quản hành lý. Cần chỗ đỗ xe ? Đỗ xe miễn phí có sẵn tại Khoa Phu Hotel.",Số 5 trong 58 khách sạn nhỏ tại Cần Thơ,,
Dango Hostel Danang,-1,4.5,"33 Trần Bạch Đằng Ngũ Hành Sơn, Đà Nẵng 550000 Việt Nam","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/b2/ce/13/getlstd-property-photo.jpg?w=400&h=-1&s=1 1x,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/b2/ce/13/getlstd-property-photo.jpg?w=800&h=-1&s=1 2x","Tôi rất hài lòng khi nhân viên đón tiếp vui vẻ và nhiệt tình khi nhà tôi đến check in. Mọi người phải thử món nước Mót và cà phê dừa ở đây,hương vị khá đặc biệt. Ngoài việc giá cả rất vừa phải, nhân viên ở đây còn rất thân thiện giới thiệu cho nhà tôi nên đi đâu ăn gì ngon, nhất định sẽ lại ghé thăm nếu có dịp vào Đà Nẵng.",Xếp thứ 21 trong 141 nhà trọ tại Đà Nẵng,,
Anh Nhu Hotel,416.667 ₫,5,"69 Tùng Dinh, Thành phố Hải Phòng, Cát Bà 180000 Việt Nam","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/16/39/fb/halong-bay-boat-trip.jpg?w=400&h=-1&s=1 1x,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/16/39/fb/halong-bay-boat-trip.jpg?w=700&h=-1&s=1 2x","Nhìn vào khuôn mặt chúng tôi đã hoài nghi về việc ăn ở đây vì nơi này trông bình thường nhưng đồ ăn thì đặc biệt. Chúng tôi đã có nem tôm tươi, hải sản pad Thái và bơ chiên cá. Tất cả mọi thứ mà chúng tôi yêu cầu đều ngon và tươi, đó chỉ là hai chúng tôi và chúng tôi đã ăn tất cả.",Số 11 trong 60 khách sạn nhỏ tại Cát Bà,,
"Thanh Thuy Hotel
Đây có phải là doanh nghiệp của quý vị không?",-1,4.5,"68 Hai Ba Trung St., Tan An Ward, Ninh Kieu Dist., Cần Thơ 92000 Việt Nam","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/03/d8/97/d4/thanh-thuy-hotel.jpg?w=400&h=-1&s=1 1x,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/03/d8/97/d4/thanh-thuy-hotel.jpg?w=800&h=-1&s=1 2x","Thanh Thuy Hotel là một lựa chọn tuyệt vời cho khách du lịch khi đến Cần Thơ, cung cấp không khí dành cho gia đình cùng với nhiều tiện nghi hữu ích cho kì nghỉ của bạn.
Nằm gần các địa danh như Phố Đi Bộ Hai Bà Trưng (0,2 km) và Chùa Bảo An (0,3 km) đã làm Thanh Thuy Hotel trở thành lựa chọn lý tưởng khi đến Cần Thơ.
Các phòng khách sạn cung cấp điều hòa nhiệt độ, tủ lạnh và bàn làm việc, và Thanh Thuy Hotel làm cho việc kết nối internet trở nên dễ dàng vì wifi miễn phí có sẵn.",Số 4 trong 58 khách sạn nhỏ tại Cần Thơ,,
Hugo Homestay,-1,4.5,"Làng Cù Lạc, Phong Nha 510000 Việt Nam","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/08/13/85/img-20190828-083848-largejpg.jpg?w=400&h=-1&s=1 1x,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/08/13/85/img-20190828-083848-largejpg.jpg?w=700&h=-1&s=1 2x","Ở Hugo mình nhận được sự quan tâm, hỏi han và những dịch vụ rất tốt từ anh chị chủ nhà. Mình và bạn bắt đầu chuyến đi từ Hà Nội đến thẳng Phong Nha khoảng 4h sáng, anh chỉ đã nhiệt tình ra đón hai đứa, rồi sắp xếp chỗ ngủ nghỉ cho hai đứa. Hơn nữa, lần đầu đến Phong Nha ko biết cái mô tê gì, anh chủ đã recommend tour Thiên đường - Hang tối cho ngày đầu tiên. Tour đó mình đi rất vui, guide tốt, cung cấp rất nhiều thông tin bổ ích. Điều vui nhất là ở Hugo có bể bơi, dù mình và bạn mình cả 2 đứa đều không biết bơi nhưng cứ lao xuống chơi bừa, vì có phao mà. Kỉ niệm đáng nhớ của 2 đứa. Chị chủ ở Hugo cũng rất thân thiện, và nấu ăn rất ngon. Bữa tối có đậu phụ chiên xù, nem rán, thịt heo xào củ cải, rau cải xào và bát canh rau gì đó mà mình ko nhớ nổi tên. Có 2 đứa mà chị nấu như…",Xếp thứ 6 trong 15 nhà trọ tại Phong Nha,,
HT Riverside Homestay,-1,4.5,"57 Nguyen Nghiem, Hội An Việt Nam","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/bc/e2/a1/room-very-beautiful-and.jpg?w=400&h=-1&s=1 1x,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/bc/e2/a1/room-very-beautiful-and.jpg?w=800&h=-1&s=1 2x","Thật tuyệt khi đến với Hội An,đêm Hội An đẹp đến nao lòng k lẫn vào đâu được.Và hơn nữa lại được nghỉ chân tại HT Riverside.Nằm cạnh sông Thu Bồn thoả sức đi bộ ngắm vẻ đẹp lung linh của dòng sông về đêm,tầm 5p đi bộ đã đến khu phố cổ.Dịch vụ ở đây rất tốt;mọi người rất thân thiện và chu đáo.Thật sự rất yên tâm và cảm thấy thoải mái khi nghỉ chân ở đây.",Số 8 trong 23 nhà trọ đặc biệt tại Hội An,,
"Khách sạn Mai Châu Ecohouse
Đây có phải là doanh nghiệp của quý vị không?",-1,5,"28 Bản Pom Coong, Mai Châu 28000 Việt Nam","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/af/6c/90/dining-room.jpg?w=400&h=-1&s=1 1x,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/af/6c/90/dining-room.jpg?w=800&h=-1&s=1 2x","Chúng tôi thường qua đây mỗi khi đến Mai Châu. Phòng ngủ sạch đẹp, chị chủ nhiệt tình, bạn có thể đặt bữa ở đây, ăn khá ngon và đặt đội múa hát dân tộc đến biểu diễn vào các buổi tối. Bạn có thể từ ks đi bộ tham quan quanh bản hoặc đi xe điện Không khí ở Mai Châu mát mẻ, trong lành làm bạn cảm thấy khỏe và sảng khoái hơn",Xếp thứ 3 trong 15 nhà nghỉ tại Mai Châu,,
Grand Holiday Hotel 2,-1,4,"31 Ngo Huyen Str, Hà Nội 10000 Việt Nam","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/7b/de/56/grand-holiday-hotel-2.jpg?w=400&h=-1&s=1 1x,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/7b/de/56/grand-holiday-hotel-2.jpg?w=600&h=-1&s=1 2x","Hãy tự hỏi tại sao khách du lịch đã lựa chọn Grand Holiday Hotel 2 Hanoi khi đến thăm Hà Nội. Khách sạn là sự tổng hợp của những giá trị lý tưởng, sự thoải mái và thuận tiện như khung cảnh dành cho gia đình cùng với những tiện nghi được thiết kế cho những du khách như bạn.
Các phòng tại Grand Holiday Hotel 2 Hanoi cung cấp tv màn hình phẳng, quầy bar mini và tủ lạnh đưa lại sự thoải mái và thuận tiện tuyệt vời và khách có thể online với wifi miễn phí.",Số 84 trong 381 khách sạn nhỏ tại Hà Nội,,
Nhà nghỉ Dalat Lucky D's,-1,4.5,"66/6 Nguyễn Văn Trỗi, P.1, Đà Lạt 70000 Việt Nam","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/3f/42/5f/photo0jpg.jpg?w=400&h=-1&s=1 1x,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/3f/42/5f/photo0jpg.jpg?w=800&h=-1&s=1 2x",May mắn là một trong những máy chủ tuyệt vời nhất tôi gặp trong chuyến du lịch của mình. Có cảm giác như tôi đang ở tại một nhà khách bạn bè hơn là ở một nhà trọ. Đây là một nơi tuyệt vời để ở với một nhóm bạn và gặp gỡ những du khách khác. Hãy đến với những rung cảm tốt và bạn sẽ ở ngay tại nhà.,Xếp thứ 51 trong 240 nhà trọ tại Đà Lạt,,
"Hai Long homestay
Đây có phải là doanh nghiệp của quý vị không?",-1,5,"Bai Huong, Tan Hiep, Cham Island Việt Nam","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/34/24/c0/photo0jpg.jpg?w=400&h=-1&s=1 1x,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/34/24/c0/photo0jpg.jpg?w=800&h=-1&s=1 2x","Very friendly hosts. Mam, dad and son. They take great care of you. Always with a smile. Simple delicious food, great snorkelling and as a bonus a fabulous seafood BBQ on the beach. The home stay is basic and very clean. Located in the middle of a fishermen village.",Số 1 trong 1 nhà trọ đặc biệt tại Cham Island,,
"Little Home Nha Trang Apartment
Đây có phải là doanh nghiệp của quý vị không?",-1,4.5,"78/43A Tue Tinh, Nha Trang Việt Nam","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/78/95/c0/little-home-nha-trang.jpg?w=400&h=-1&s=1 1x,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/78/95/c0/little-home-nha-trang.jpg?w=800&h=-1&s=1 2x","Hãy tự hỏi tại sao khách du lịch đã lựa chọn Little Home Nha Trang Apartment khi đến thăm Nha Trang. Khách sạn là sự tổng hợp của những giá trị lý tưởng, sự thoải mái và thuận tiện như khung cảnh dành cho gia đình cùng với những tiện nghi được thiết kế cho những du khách như bạn.
Little Home Nha Trang Apartment là khách sạn nhỏ dành cho gia đình cung cấp điều hòa nhiệt độ, tủ lạnh và bếp nhỏ trong phòng và thật dễ dàng kết nối khi ở đây vì wifi miễn phí được cung cấp cho khách.",Số 18 trong 235 khách sạn nhỏ tại Nha Trang,,
Thac Ba Family Homestay,-1,5,"Dong Do Village Vinh Kien ward, Yen Binh district, Yên Bái 320000 Việt Nam","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/80/87/06/thac-ba-family-homestay.jpg?w=400&h=-1&s=1 1x,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/80/87/06/thac-ba-family-homestay.jpg?w=800&h=-1&s=1 2x","Ở lại 2 đêm, tuyen và gia đình khiến chúng tôi rất hoan nghênh. Bữa tối với gia đình thật tuyệt vời, dạy chúng tôi những cách của Việt Nam và rất nhiều ’nước hạnh phúc. Mọi sự giúp đỡ chúng tôi muốn đều được phục vụ cho việc đặt các chuyến đi và xe buýt cho chúng tôi. Chúng tôi, chúng tôi sau đó được mời đến Hà Nội để gặp gia đình vợ của anh ấy ăn tối và uống rượu suốt đêm. Tôi thậm chí còn để lại kindle của tôi và tuyen vui lòng gửi nó cho tôi ở Hà Nội và làm cho nó trở thành một quy trình đơn giản. Sau khi thực hiện vòng lặp ha Giang, chúng tôi đã xem lại homestay như chúng tôi cảm thấy như ở nhà. Cann đã yêu cầu một thời gian tốt hơn! Nếu bạn có kế hoạch đi qua thac ba thì đây là một nơi phải ở lại, tin tôi đi, bạn đã thắng tiếc! Cảm ơn bạn vì tất cả mọi thứ Tuyên và gia…",Xếp thứ 2 trong 6 nhà trọ tại Yên Bái,,
