Title,Price,Rating,Address,Img_URL,Description,Rank_of_province,Link_FoodTour,Unnamed: 8,Unnamed: 9
Green Farm Restaurant Hanoi Cooking Class Center,-1,5.0,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/62/8d/05/p-20171119-115809-largejpg.jpg?w=900&h=600&s=1,"Amazing experience touring the market with Luke, learning more about the ingredients. Interaction with the Vietnamese chef was awesome, using fresh ingredients. Stunning dishes prepared and served to our guests. They even emailed us the menus. Just next level",Số 21 trên 224 Lớp học & hội thảo ở Hà Nội,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d25094329-Reviews-Green_Farm_Restaurant_Hanoi_Cooking_Class_Center-Hanoi.html,,
Hidden Hanoi,-1,5.0,-1,-1,"Một địa điểm đẹp ẩn mình giữa lòng Hà Nội, nhân viên rất thân thiện và nhiệt tình. Tôi đã tham gia cooking class của doanh nghiệp này, thức ăn và món ăn sau khi hoàn thành thật bất ngờ đối với tôi.

Tôi sẽ quay lại đây trong thời gian tới.",Số 12 trên 224 Lớp học & hội thảo ở Hà Nội,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d654081-Reviews-Hidden_Hanoi-Hanoi.html,,
Vietnam Creative Travel,-1,5.0,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/ef/cf/a2/classic-street-travel.jpg?w=300&h=-1&s=1,-1,Số 58 trên 456 Đồ ăn & Đồ uống ở Hà Nội,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d8098733-Reviews-Vietnam_Creative_Travel-Hanoi.html,,
102 Saigon District Tour,-1,5.0,-1,-1,"My tour guide, Charm and Diem, made the tour super comfortable and easy going. Brought me to many places that were hidden gems for tourists. love the portion size of the food for all the pit stops we went, making it overall an enjoyable and pleasant experience. Doing it on the bike was a plus point hehe! 10/10 would do this again! :)",Số 8 trên 326 Đồ ăn & Đồ uống ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d19163793-Reviews-102_Saigon_District_Tour-Ho_Chi_Minh_City.html,,
The Cooking School at Sheraton Nha Trang,-1,5.0,"26 - 28 Tran Phu Street Sheraton Nha Trang Hotel and Spa, Nha Trang 650000 Việt Nam",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/45/1d/cc/caption.jpg?w=900&h=600&s=1,"Great experience in Nha Trang. We made chicken noodles, Ban Xeo, and spring rolls. You can make it perfectly even if you are not good at cook. Appreciate sous chef Vinh and Yena Park🙏",Số 2 trên 12 Lớp học & hội thảo ở Nha Trang,https://www.tripadvisor.com.vn/Attraction_Review-g293928-d17734085-Reviews-The_Cooking_School_at_Sheraton_Nha_Trang-Nha_Trang_Khanh_Hoa_Province.html,,
Da Nang Home Cooking Class,-1,5.0,-1,-1,"Emma was an excellent your guide! Super English, great local knowledge & really accommodating when my partner wanted to be measured for a tailor made suit.
The boat ride was fun & a little more unique to other boat trips. The lunch was delicious.

Thankyou.

Definitely recommend!",Số 2 trên 47 Lớp học & hội thảo ở Đà Nẵng,https://www.tripadvisor.com.vn/Attraction_Review-g298085-d10623407-Reviews-Da_Nang_Home_Cooking_Class-Da_Nang.html,,
Saigon on Bikes,-1,5.0,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/33/43/32/mi-quang-specialty-of.jpg?w=1200&h=900&s=1,"By far the best part of our time in Ho Chi Minh. We absolutely loved it! The tour guide and all of the bikers were great. We got to experience some great local cuisine and get a tour of the city at the same time. Would highly recommend!!

We were a group of 5 brits travelling over from Singapore, we had a private tour which was great.",Số 2 trên 521 Mua sắm ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d4509227-Reviews-Saigon_on_Bikes-Ho_Chi_Minh_City.html,,
Madam Yen Cooking Class,-1,5.0,"99A Hang Gai Street, Hoan Kiem District, Hà Nội 100000 Việt Nam",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/09/c7/b8/getlstd-property-photo.jpg?w=900&h=600&s=1,"ベトナム料理だと、やはりこちらのレストランが良い。スタッフは良い笑顔で接客してくれた。料理も美味しくて、雰囲気も良かったです。
一人旅行でも、ファミ旅行でもここでオススメです。
また、ベトナムに旅行に行ったら絶対行きたいと思います。",Số 30 trên 224 Lớp học & hội thảo ở Hà Nội,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d10290515-Reviews-Madam_Yen_Cooking_Class-Hanoi.html,,
Ann Tours,-1,5.0,-1,-1,"My brother referred me to Tony at Ann Tours for a six adult family trip to Vietnam (he had thoroughly enjoyed his trip with Ann Tours a few years ago) and I am so thankful for the referral along with the experiences the people at Ann Tours delivered. Tony put together a very detailed itinerary based on some basic questions on our interests and the itinerary turned out to be absolutely spot on. The quality of the hotels, the activities, tours, cruises were top notch and we felt like we were totally spoiled the entire 2 weeks. The tour guides across Ho Chi Minh City/Mekong Delta, Central Vietnam and Hanoi areas were exceptional - Kang, Tu and Nam along with the van drivers were simply perfect for our family experience to learn more about the culture, the people and local cuisines. They made things so easy for our family and took care of all of our needs/wants. It was so clear that Ann Tours as a company team genuinely cares about its customer experience and we really appreciate it.",Số 42 trên 326 Đồ ăn & Đồ uống ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d2435402-Reviews-Ann_Tours-Ho_Chi_Minh_City.html,,
Roll with locals,-1,5.0,-1,-1,"Rose rất nhiệt tình, thú vị và tận tâm khi giới thiệu về những điều đặc biệt ở Hà Nội, cô ấy có thể trả lời tất cả mọi thắc mắc về nơi này, cũng như các món ăn ở đây. Vừa xinh đẹp, vừa tài giỏi, rất vui khi được đồng hành cùng cô ấy.",Số 4 trên 224 Lớp học & hội thảo ở Hà Nội,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d17636226-Reviews-Roll_with_locals-Hanoi.html,,
The Good Vibes - Cooking and Cuisines Experiences,-1,5.0,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/c4/c2/12/caption.jpg?w=900&h=600&s=1,Es war ein super Erlebnis in Hanoi. Am Ende des Kurzes haben wir ein sehr leckeres Essen erhalten. Der Gastgeber war auch mega freundlich.,Số 28 trên 224 Lớp học & hội thảo ở Hà Nội,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d25437840-Reviews-The_Good_Vibes_Cooking_and_Cuisines_Experiences-Hanoi.html,,
Ella Vu,-1,5.0,-1,-1,"Một hướng dẫn viên rất chuyên nghiệp và năng động, rất nhiệt tình,đặc biệt nói tiếng anh rất chuẩn,cũng hiểu biết sâu rộng về văn hóa cũng như ẩm thực đường phố Hà nội,bạn đã giúp chúng tôi có những trải nghiệm thật tuyệt vời và biết thêm thật nhiều về Văn Hóa Việt Nam, See you agan",Số 13 trên 456 Đồ ăn & Đồ uống ở Hà Nội,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d20111712-Reviews-Ella_Vu-Hanoi.html,,
Hoian Urban Adventures,-1,5.0,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/bc/d6/db/hoian-urban-adventures.jpg?w=1000&h=800&s=1,-1,Số 21 trên 127 Chuyến tham quan bằng thuyền & thể thao dưới nước ở Hội An,https://www.tripadvisor.com.vn/Attraction_Review-g298082-d1950107-Reviews-Hoian_Urban_Adventures-Hoi_An_Quang_Nam_Province.html,,
Fabulous Mekong Eco-Tours,-1,5.0,-1,-1,"Chuyến đi rất tuyệt, tôi biết đến một Cần Thơ mới hơn qua những câu chuyện của các bạn hướng dẫn viên",Số 6 trên 22 Đồ ăn & Đồ uống ở Cần Thơ,https://www.tripadvisor.com.vn/Attraction_Review-g303942-d14124363-Reviews-Fabulous_Mekong_Eco_Tours-Can_Tho_Mekong_Delta.html,,
Love Vietnam Travel,-1,5.0,-1,https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/10/30/3e/aa.jpg,"Hướng dẫn viên thật tuyệt vời . Chúng tôi đã có khoảng thời gian thăm vịnh hạ long , cảnh đẹp thời tiết và các hoạt động được sắp xếp hợp lý.",Số 7 trên 494 Phương tiện giao thông ở Hà Nội,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d25257198-Reviews-Love_Vietnam_Travel-Hanoi.html,,
Innoviet Travel,-1,5.0,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/56/e0/50/cycling-time.jpg?w=1000&h=800&s=1,"Innoviet are a great company, hugely helpful and reliable. We are a UK family of 4 - with teenagers whose interest in history is variable at best - but our guide Hai did a fantastic job in holding everyone's interest throughout the trip! Knowledge, enthusiastic and friendly, Hai brought everything to life in an easy to understand way. And special shout out too to Trung in the office, who was so kind and helpful!! Ben Duoc is fascinating. We virtually had the place to ourselves. Some of us went into the tunnels, one or two didn't fancy it, all very easy either way. We got a real sense of the 'The American War', all in all a great trip! Highly recommended.",Số 16 trên 154 Chuyến tham quan bằng thuyền & thể thao dưới nước ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d2487716-Reviews-Innoviet_Travel-Ho_Chi_Minh_City.html,,
Coffee Talk English - CTE,-1,5.0,"200 Street D5, Phường 25, Bình Thạnh, Hồ Chí Minh 72308, Vietnam, Thành phố Hồ Chí Minh 72308 Việt Nam",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/1b/c5/b7/caption.jpg?w=900&h=600&s=1,"mình là khách thường xuyên đi thực hành tiếng anh ở quán này, đồ uống ngon, nhân viên dễ thương nhiệt tình, môi trường thân thiện. Mình giao lưu học hỏi đc rất nhiều điều, mong có nhiều mô hình như này trên địa bàn tp HCM để mình có thể đến nói chuyện luyện tâp tiếng anh. Respect!",Số 18 trên 147 Lớp học & hội thảo ở Thành phố Hồ Chí Minh,https://www.tripadvisor.com.vn/Attraction_Review-g293925-d19492961-Reviews-Coffee_Talk_English_CTE-Ho_Chi_Minh_City.html,,
Hanoi Motorbike Street Foods - Day Tours,-1,5.0,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/41/c5/f4/hanoi-motorbike-street.jpg?w=1100&h=-1&s=1,"Đến Việt Nam được trải nghiệm cái cảm giác ngồi moto chạy qua các phố phường thật là thích, cảm giác ko khí trong lành sạch sẽ, con người thân thiện,, tôi yêu Việt Nam",Số 61 trên 456 Đồ ăn & Đồ uống ở Hà Nội,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d6353609-Reviews-Hanoi_Motorbike_Street_Foods_Day_Tours-Hanoi.html,,
Basil Cooking Club,-1,5.0,"7/15/444 Doi Can Street Ba Dinh District, Hà Nội 10000 Việt Nam",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/a6/66/78/basil-cooking-club.jpg?w=900&h=600&s=1,"This was a great experience! Mai and her husband were so welcoming, kind, and friendly. They hosted us on their beautiful courtyard filled with bonsai trees. We loved going on the market tour with Mai, who taught us about so many fruits, vegetables, and foods we haven't seen before. We even got to see fresh tofu being made. Mai bought many delicious things for us to try and the ingredients for the dishes we would be making. Mai taught us how to cook two dishes outside on the courtyard and then we had a delicious spread for lunch. We enjoyed talking with Mai and her husband and truly enjoyed this experience. Would recommend!",Số 48 trên 224 Lớp học & hội thảo ở Hà Nội,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d7023313-Reviews-Basil_Cooking_Club-Hanoi.html,,
Hue Cooking Class,-1,5.0,-1,-1,"Anh is an amazing teacher. This is the best cooking class in vietnam. I learnt so much, the food was delicious, plus we had a lot of food to take home. Anh is very skilled and passionate about cooking. Thank you again! We had so much fun",Số 1 trên 35 Lớp học & hội thảo ở Huế,https://www.tripadvisor.com.vn/Attraction_Review-g293926-d7950988-Reviews-Hue_Cooking_Class-Hue_Thua_Thien_Hue_Province.html,,
Da Nang Food Tour,-1,5.0,-1,-1,"mon an viet nen mot so nguoi an duoc con nhu khach nuoc ngoai thi hoi kho an , gia ca cung vua phai phu hop an vat",Số 7 trên 98 Đồ ăn & Đồ uống ở Đà Nẵng,https://www.tripadvisor.com.vn/Attraction_Review-g298085-d4584802-Reviews-Da_Nang_Food_Tour-Da_Nang.html,,
Vietnam Asia Trip,-1,5.0,-1,https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/0c/12/46/e8.jpg,-1,Số 12 trên 556 Chuyến tham quan bằng thuyền & thể thao dưới nước ở Hà Nội,https://www.tripadvisor.com.vn/Attraction_Review-g293924-d23779343-Reviews-Vietnam_Asia_Trip-Hanoi.html,,
DV Tour,-1,5.0,-1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/80/25/8d/uncle-ivan.jpg?w=1200&h=-1&s=1,"С турфирмой ""Дядя Ваня"" в конце апреля 2023 мы посетили 4 экскурсии: обзорную по Нячангу, гастрономическую экскурсию, водопады Ба Хо и город Далат. Все экскурсии для нас проводили разные гиды, нам удалось познакомиться с Алексеем, Иваном и Владом. Огромное спасибо ребятам за отлично проведенное время! Мы опытные путешественники, нам есть с чем сравнивать, да и во Вьетнаме мы не в первый раз. Отлично составленные маршуры, интересно поданный материал, пунктуальность гидов и водителей, соответствие фактического тура описанию на сайте компании, доступная цена - всё это про турфирму ""Дядя Ваня"".
Чтобы лучше узнать страну, обязательно нужно посмотреть её нетуристические места: дома, где живут обычные люди, попробовать их повседневную пищу, изучить их способы выживания, возможности заработка, увидеть уголки нетронутой человеком природы и многое другое. Все это можно сделать на вышеперечисленных экскурсиях. Да, в эти экскурсии входит посещение обычных туристических мест, но более они ценны - нетуристическими. Все гиды турфирмы уже продолжительное время живут в Азии и во Вьетнаме, и могут рассказать и показать многое, обычно ускользающее от глаз обычного туриста.
Спасибо гиду Алексею за прогулку по реке Кай в жаркий полдень, и за то, что научил нас правильно сворачивать блинчики nem nun и жарить ракушки. Ивану огромное спасибо за поход на водопады Ба Хо, за то, что поверил в наши силы и мы смогли вскарабкаться на все три уровня, а также спасибо за визит в обычный вьетнамский дом, и за дикий пляж ""Баунти"". Владу спасибо за экскурсию в Далат: все прошло отлично. Рекомендую всем и турфирму ""Дядя Ваня"", их гидов, и все названные выше экскурсии: вам достанется море впечатлений, некоторое количество знаний и куча замечательных фотографий.",Số 1 trên 26 Đồ ăn & Đồ uống ở Nha Trang,https://www.tripadvisor.com.vn/Attraction_Review-g293928-d8611004-Reviews-DV_Tour-Nha_Trang_Khanh_Hoa_Province.html,,
